observation,age,value,region,sex
OxygenConcentration24to28 -> Deceased,25_29,-50.0,Andean Latin America,F
OxygenConcentration24to28 -> Deceased,30_39,-50.0,Andean Latin America,F
OxygenConcentration24to28 -> Deceased,40_49,-50.0,Andean Latin America,F
OxygenConcentration24to28 -> Deceased,50_59,-50.0,Andean Latin America,F
OxygenConcentration24to28 -> Deceased,60_69,-50.0,Andean Latin America,F
OxygenConcentration24to28 -> Deceased,70_79,-50.0,Andean Latin America,F
OxygenConcentration24to28 -> Deceased,80_100,-50.0,Andean Latin America,F
DsFreeSus -> Disability,0_4,0.03883,Andean Latin America,M
DsFreeSus -> Disability,5_9,0.05161,Andean Latin America,M
DsFreeSus -> Disability,10_14,0.06439,Andean Latin America,M
DsFreeSus -> Disability,15_19,0.07718,Andean Latin America,M
DsFreeSus -> Disability,20_24,0.08996,Andean Latin America,M
DsFreeSus -> Disability,25_29,0.10275,Andean Latin America,M
DsFreeSus -> Disability,30_39,0.12192,Andean Latin America,M
DsFreeSus -> Disability,40_49,0.14749,Andean Latin America,M
DsFreeSus -> Disability,50_59,0.17306,Andean Latin America,M
DsFreeSus -> Disability,60_69,0.19862,Andean Latin America,M
DsFreeSus -> Disability,70_79,0.22419,Andean Latin America,M
DsFreeSus -> Disability,80_100,0.25615,Andean Latin America,M
DsFreeSus -> COPDEpsd,0_4,0.0005,Andean Latin America,M
DsFreeSus -> COPDEpsd,5_9,0.001,Andean Latin America,M
DsFreeSus -> COPDEpsd,10_14,0.0012,Andean Latin America,M
DsFreeSus -> COPDEpsd,15_19,0.0012,Andean Latin America,M
DsFreeSus -> COPDEpsd,20_24,0.0013,Andean Latin America,M
DsFreeSus -> COPDEpsd,25_29,0.0015,Andean Latin America,M
DsFreeSus -> COPDEpsd,30_39,0.002,Andean Latin America,M
DsFreeSus -> COPDEpsd,40_49,0.003,Andean Latin America,M
DsFreeSus -> COPDEpsd,50_59,0.0048,Andean Latin America,M
DsFreeSus -> COPDEpsd,60_69,0.0085,Andean Latin America,M
DsFreeSus -> COPDEpsd,70_79,0.0209,Andean Latin America,M
DsFreeSus -> COPDEpsd,80_100,0.0499,Andean Latin America,M
COPDEpsd -> Disability,0_4,0.09659,Andean Latin America,M
COPDEpsd -> Disability,5_9,0.09659,Andean Latin America,M
COPDEpsd -> Disability,10_14,0.09659,Andean Latin America,M
COPDEpsd -> Disability,15_19,0.09659,Andean Latin America,M
COPDEpsd -> Disability,20_24,0.09659,Andean Latin America,M
COPDEpsd -> Disability,25_29,0.09659,Andean Latin America,M
COPDEpsd -> Disability,30_39,0.09659,Andean Latin America,M
COPDEpsd -> Disability,40_49,0.09659,Andean Latin America,M
COPDEpsd -> Disability,50_59,0.09659,Andean Latin America,M
COPDEpsd -> Disability,60_69,0.09659,Andean Latin America,M
COPDEpsd -> Disability,70_79,0.09659,Andean Latin America,M
COPDEpsd -> Disability,80_100,0.09659,Andean Latin America,M
COPDEpsd -> Deceased,0_4,0.0,Andean Latin America,M
COPDEpsd -> Deceased,5_9,0.0,Andean Latin America,M
COPDEpsd -> Deceased,10_14,0.0,Andean Latin America,M
COPDEpsd -> Deceased,15_19,0.0,Andean Latin America,M
COPDEpsd -> Deceased,20_24,0.0,Andean Latin America,M
COPDEpsd -> Deceased,25_29,0.0,Andean Latin America,M
COPDEpsd -> Deceased,30_39,0.0001,Andean Latin America,M
COPDEpsd -> Deceased,40_49,0.0002,Andean Latin America,M
COPDEpsd -> Deceased,50_59,0.0007,Andean Latin America,M
COPDEpsd -> Deceased,60_69,0.0021,Andean Latin America,M
COPDEpsd -> Deceased,70_79,0.0077,Andean Latin America,M
COPDEpsd -> Deceased,80_100,0.032,Andean Latin America,M
Prevalence -> COPDEpsd,0_4,0.0013,Andean Latin America,M
Prevalence -> COPDEpsd,5_9,0.005,Andean Latin America,M
Prevalence -> COPDEpsd,10_14,0.0106,Andean Latin America,M
Prevalence -> COPDEpsd,15_19,0.0166,Andean Latin America,M
Prevalence -> COPDEpsd,20_24,0.0228,Andean Latin America,M
Prevalence -> COPDEpsd,25_29,0.0294,Andean Latin America,M
Prevalence -> COPDEpsd,30_39,0.0416,Andean Latin America,M
Prevalence -> COPDEpsd,40_49,0.0633,Andean Latin America,M
Prevalence -> COPDEpsd,50_59,0.0943,Andean Latin America,M
Prevalence -> COPDEpsd,60_69,0.1402,Andean Latin America,M
Prevalence -> COPDEpsd,70_79,0.2037,Andean Latin America,M
Prevalence -> COPDEpsd,80_100,0.355,Andean Latin America,M
Disability -> Disability,0_4,0.0,Andean Latin America,M
Disability -> Disability,5_9,0.0,Andean Latin America,M
Disability -> Disability,10_14,0.0,Andean Latin America,M
Disability -> Disability,15_19,0.0,Andean Latin America,M
Disability -> Disability,20_24,0.0,Andean Latin America,M
Disability -> Disability,25_29,0.0,Andean Latin America,M
Disability -> Disability,30_39,0.0,Andean Latin America,M
Disability -> Disability,40_49,0.0,Andean Latin America,M
Disability -> Disability,50_59,0.0,Andean Latin America,M
Disability -> Disability,60_69,0.0,Andean Latin America,M
Disability -> Disability,70_79,0.0,Andean Latin America,M
Disability -> Disability,80_100,0.0,Andean Latin America,M
SmokingCessation -> Disability,0_4,-4.0,Andean Latin America,M
SmokingCessation -> Disability,5_9,-4.0,Andean Latin America,M
SmokingCessation -> Disability,10_14,-4.0,Andean Latin America,M
SmokingCessation -> Disability,15_19,-4.0,Andean Latin America,M
SmokingCessation -> Disability,20_24,-4.0,Andean Latin America,M
SmokingCessation -> Disability,25_29,-4.0,Andean Latin America,M
SmokingCessation -> Disability,30_39,-4.0,Andean Latin America,M
SmokingCessation -> Disability,40_49,-4.0,Andean Latin America,M
SmokingCessation -> Disability,50_59,-4.0,Andean Latin America,M
SmokingCessation -> Disability,60_69,-4.0,Andean Latin America,M
SmokingCessation -> Disability,70_79,-4.0,Andean Latin America,M
SmokingCessation -> Disability,80_100,-4.0,Andean Latin America,M
SmokingCessation -> Deceased,0_4,-15.0,Andean Latin America,M
SmokingCessation -> Deceased,5_9,-15.0,Andean Latin America,M
SmokingCessation -> Deceased,10_14,-15.0,Andean Latin America,M
SmokingCessation -> Deceased,15_19,-15.0,Andean Latin America,M
SmokingCessation -> Deceased,20_24,-15.0,Andean Latin America,M
SmokingCessation -> Deceased,25_29,-15.0,Andean Latin America,M
SmokingCessation -> Deceased,30_39,-15.0,Andean Latin America,M
SmokingCessation -> Deceased,40_49,-15.0,Andean Latin America,M
SmokingCessation -> Deceased,50_59,-15.0,Andean Latin America,M
SmokingCessation -> Deceased,60_69,-15.0,Andean Latin America,M
SmokingCessation -> Deceased,70_79,-15.0,Andean Latin America,M
SmokingCessation -> Deceased,80_100,-15.0,Andean Latin America,M
InhaledSalbutamol -> Disability,0_4,-14.75866,Andean Latin America,M
InhaledSalbutamol -> Disability,5_9,-14.75866,Andean Latin America,M
InhaledSalbutamol -> Disability,10_14,-14.75866,Andean Latin America,M
InhaledSalbutamol -> Disability,15_19,-14.75866,Andean Latin America,M
InhaledSalbutamol -> Disability,20_24,-14.75866,Andean Latin America,M
InhaledSalbutamol -> Disability,25_29,-14.75866,Andean Latin America,M
InhaledSalbutamol -> Disability,30_39,-14.75866,Andean Latin America,M
InhaledSalbutamol -> Disability,40_49,-14.75866,Andean Latin America,M
InhaledSalbutamol -> Disability,50_59,-14.75866,Andean Latin America,M
InhaledSalbutamol -> Disability,60_69,-14.75866,Andean Latin America,M
InhaledSalbutamol -> Disability,70_79,-14.75866,Andean Latin America,M
InhaledSalbutamol -> Disability,80_100,-14.75866,Andean Latin America,M
LowDoseOralTheophylline -> Disability,0_4,-10.5419,Andean Latin America,M
LowDoseOralTheophylline -> Disability,5_9,-10.5419,Andean Latin America,M
LowDoseOralTheophylline -> Disability,10_14,-10.5419,Andean Latin America,M
LowDoseOralTheophylline -> Disability,15_19,-10.5419,Andean Latin America,M
LowDoseOralTheophylline -> Disability,20_24,-10.5419,Andean Latin America,M
LowDoseOralTheophylline -> Disability,25_29,-10.5419,Andean Latin America,M
LowDoseOralTheophylline -> Disability,30_39,-10.5419,Andean Latin America,M
LowDoseOralTheophylline -> Disability,40_49,-10.5419,Andean Latin America,M
LowDoseOralTheophylline -> Disability,50_59,-10.5419,Andean Latin America,M
LowDoseOralTheophylline -> Disability,60_69,-10.5419,Andean Latin America,M
LowDoseOralTheophylline -> Disability,70_79,-10.5419,Andean Latin America,M
LowDoseOralTheophylline -> Disability,80_100,-10.5419,Andean Latin America,M
IpratropiumInhaler -> Disability,0_4,-16.86704,Andean Latin America,M
IpratropiumInhaler -> Disability,5_9,-16.86704,Andean Latin America,M
IpratropiumInhaler -> Disability,10_14,-16.86704,Andean Latin America,M
IpratropiumInhaler -> Disability,15_19,-16.86704,Andean Latin America,M
IpratropiumInhaler -> Disability,20_24,-16.86704,Andean Latin America,M
IpratropiumInhaler -> Disability,25_29,-16.86704,Andean Latin America,M
IpratropiumInhaler -> Disability,30_39,-16.86704,Andean Latin America,M
IpratropiumInhaler -> Disability,40_49,-16.86704,Andean Latin America,M
IpratropiumInhaler -> Disability,50_59,-16.86704,Andean Latin America,M
IpratropiumInhaler -> Disability,60_69,-16.86704,Andean Latin America,M
IpratropiumInhaler -> Disability,70_79,-16.86704,Andean Latin America,M
IpratropiumInhaler -> Disability,80_100,-16.86704,Andean Latin America,M
Antibiotics -> Deceased,0_4,-76.0,Andean Latin America,M
Antibiotics -> Deceased,5_9,-76.0,Andean Latin America,M
Antibiotics -> Deceased,10_14,-76.0,Andean Latin America,M
Antibiotics -> Deceased,15_19,-76.0,Andean Latin America,M
Antibiotics -> Deceased,20_24,-76.0,Andean Latin America,M
Antibiotics -> Deceased,25_29,-76.0,Andean Latin America,M
Antibiotics -> Deceased,30_39,-76.0,Andean Latin America,M
Antibiotics -> Deceased,40_49,-76.0,Andean Latin America,M
Antibiotics -> Deceased,50_59,-76.0,Andean Latin America,M
Antibiotics -> Deceased,60_69,-76.0,Andean Latin America,M
Antibiotics -> Deceased,70_79,-76.0,Andean Latin America,M
Antibiotics -> Deceased,80_100,-76.0,Andean Latin America,M
OralPrednisolone -> Disability,0_4,-33.73407,Andean Latin America,M
OralPrednisolone -> Disability,5_9,-33.73407,Andean Latin America,M
OralPrednisolone -> Disability,10_14,-33.73407,Andean Latin America,M
OralPrednisolone -> Disability,15_19,-33.73407,Andean Latin America,M
OralPrednisolone -> Disability,20_24,-33.73407,Andean Latin America,M
OralPrednisolone -> Disability,25_29,-33.73407,Andean Latin America,M
OralPrednisolone -> Disability,30_39,-33.73407,Andean Latin America,M
OralPrednisolone -> Disability,40_49,-33.73407,Andean Latin America,M
OralPrednisolone -> Disability,50_59,-33.73407,Andean Latin America,M
OralPrednisolone -> Disability,60_69,-33.73407,Andean Latin America,M
OralPrednisolone -> Disability,70_79,-33.73407,Andean Latin America,M
OralPrednisolone -> Disability,80_100,-33.73407,Andean Latin America,M
OxygenConcentration24to28 -> Disability,0_4,-42.0,Andean Latin America,M
OxygenConcentration24to28 -> Disability,5_9,-42.0,Andean Latin America,M
OxygenConcentration24to28 -> Disability,10_14,-42.0,Andean Latin America,M
OxygenConcentration24to28 -> Disability,15_19,-42.0,Andean Latin America,M
OxygenConcentration24to28 -> Disability,20_24,-42.0,Andean Latin America,M
OxygenConcentration24to28 -> Disability,25_29,-42.0,Andean Latin America,M
OxygenConcentration24to28 -> Disability,30_39,-42.0,Andean Latin America,M
OxygenConcentration24to28 -> Disability,40_49,-42.0,Andean Latin America,M
OxygenConcentration24to28 -> Disability,50_59,-42.0,Andean Latin America,M
OxygenConcentration24to28 -> Disability,60_69,-42.0,Andean Latin America,M
OxygenConcentration24to28 -> Disability,70_79,-42.0,Andean Latin America,M
OxygenConcentration24to28 -> Disability,80_100,-42.0,Andean Latin America,M
OxygenConcentration24to28 -> Deceased,0_4,-50.0,Andean Latin America,M
OxygenConcentration24to28 -> Deceased,5_9,-50.0,Andean Latin America,M
OxygenConcentration24to28 -> Deceased,10_14,-50.0,Andean Latin America,M
OxygenConcentration24to28 -> Deceased,15_19,-50.0,Andean Latin America,M
OxygenConcentration24to28 -> Deceased,20_24,-50.0,Andean Latin America,M
OxygenConcentration24to28 -> Deceased,25_29,-50.0,Andean Latin America,M
OxygenConcentration24to28 -> Deceased,30_39,-50.0,Andean Latin America,M
OxygenConcentration24to28 -> Deceased,40_49,-50.0,Andean Latin America,M
OxygenConcentration24to28 -> Deceased,50_59,-50.0,Andean Latin America,M
OxygenConcentration24to28 -> Deceased,60_69,-50.0,Andean Latin America,M
OxygenConcentration24to28 -> Deceased,70_79,-50.0,Andean Latin America,M
OxygenConcentration24to28 -> Deceased,80_100,-50.0,Andean Latin America,M
DsFreeSus -> Disability,0_4,0.02275,Australasia,F
DsFreeSus -> Disability,5_9,0.0353,Australasia,F
DsFreeSus -> Disability,10_14,0.04785,Australasia,F
DsFreeSus -> Disability,15_19,0.06041,Australasia,F
DsFreeSus -> Disability,20_24,0.07296,Australasia,F
DsFreeSus -> Disability,25_29,0.08552,Australasia,F
DsFreeSus -> Disability,30_39,0.10435,Australasia,F
DsFreeSus -> Disability,40_49,0.12946,Australasia,F
DsFreeSus -> Disability,50_59,0.15457,Australasia,F
DsFreeSus -> Disability,60_69,0.17968,Australasia,F
DsFreeSus -> Disability,70_79,0.20478,Australasia,F
DsFreeSus -> Disability,80_100,0.23617,Australasia,F
DsFreeSus -> COPDEpsd,0_4,0.0006,Australasia,F
DsFreeSus -> COPDEpsd,5_9,0.001,Australasia,F
DsFreeSus -> COPDEpsd,10_14,0.0013,Australasia,F
DsFreeSus -> COPDEpsd,15_19,0.0012,Australasia,F
DsFreeSus -> COPDEpsd,20_24,0.0012,Australasia,F
DsFreeSus -> COPDEpsd,25_29,0.0015,Australasia,F
DsFreeSus -> COPDEpsd,30_39,0.0022,Australasia,F
DsFreeSus -> COPDEpsd,40_49,0.0033,Australasia,F
DsFreeSus -> COPDEpsd,50_59,0.005,Australasia,F
DsFreeSus -> COPDEpsd,60_69,0.0078,Australasia,F
DsFreeSus -> COPDEpsd,70_79,0.0253,Australasia,F
DsFreeSus -> COPDEpsd,80_100,0.073,Australasia,F
COPDEpsd -> Disability,0_4,0.13357,Australasia,F
COPDEpsd -> Disability,5_9,0.13357,Australasia,F
COPDEpsd -> Disability,10_14,0.13357,Australasia,F
COPDEpsd -> Disability,15_19,0.13357,Australasia,F
COPDEpsd -> Disability,20_24,0.13357,Australasia,F
COPDEpsd -> Disability,25_29,0.13357,Australasia,F
COPDEpsd -> Disability,30_39,0.13357,Australasia,F
COPDEpsd -> Disability,40_49,0.13357,Australasia,F
COPDEpsd -> Disability,50_59,0.13357,Australasia,F
COPDEpsd -> Disability,60_69,0.13357,Australasia,F
COPDEpsd -> Disability,70_79,0.13357,Australasia,F
COPDEpsd -> Disability,80_100,0.13357,Australasia,F
COPDEpsd -> Deceased,0_4,0.0,Australasia,F
COPDEpsd -> Deceased,5_9,0.0,Australasia,F
COPDEpsd -> Deceased,10_14,0.0,Australasia,F
COPDEpsd -> Deceased,15_19,0.0,Australasia,F
COPDEpsd -> Deceased,20_24,0.0,Australasia,F
COPDEpsd -> Deceased,25_29,0.0,Australasia,F
COPDEpsd -> Deceased,30_39,0.0,Australasia,F
COPDEpsd -> Deceased,40_49,0.0,Australasia,F
COPDEpsd -> Deceased,50_59,0.0001,Australasia,F
COPDEpsd -> Deceased,60_69,0.0004,Australasia,F
COPDEpsd -> Deceased,70_79,0.0028,Australasia,F
COPDEpsd -> Deceased,80_100,0.0372,Australasia,F
Prevalence -> COPDEpsd,0_4,0.0013,Australasia,F
Prevalence -> COPDEpsd,5_9,0.0052,Australasia,F
Prevalence -> COPDEpsd,10_14,0.0111,Australasia,F
Prevalence -> COPDEpsd,15_19,0.0171,Australasia,F
Prevalence -> COPDEpsd,20_24,0.0228,Australasia,F
Prevalence -> COPDEpsd,25_29,0.029,Australasia,F
Prevalence -> COPDEpsd,30_39,0.043,Australasia,F
Prevalence -> COPDEpsd,40_49,0.0677,Australasia,F
Prevalence -> COPDEpsd,50_59,0.104,Australasia,F
Prevalence -> COPDEpsd,60_69,0.1566,Australasia,F
